line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English,isused
935, por,54,from,IS, Fíjate no eran más que unos rayos de sol que entraban por la ventana., Look it was but a few sunbeams shining in from the window.,x
936, por,72,why, CA, Un hombre como usted que viaja tanto y oye todo tipo de cosas ¿no sabrá por qué Dios mantiene las puertas del mar cerradas durante tanto tiempo... manteniéndonos prisioneros?, A man like yourself who travels everywhere and hears everything do you know why God keeps the gates of the sea barred for so long...?,x
937, por,6,why, CA, ¿Sabe por qué le pregunté por qué Dios mantenía las puertas del mar cerradas?, Do you know why I asked why God keeps the gates of the sea barred?,x
938, para,16,to,DE, Solicitó pasaje para Escocia para él y sus hombres pero no me gusta llevar a ese tipo de rufianes a bordo de mi barco., He requested passage to Scotland for himself and his men but I do not like to have such ruffians aboard my vessel.,x
938, para,, for,RE, Solicitó pasaje para Escocia para él y sus hombres pero no me gusta llevar a ese tipo de rufianes a bordo de mi barco., He requested passage to Scotland for himself and his men but I do not like to have such ruffians aboard my vessel.,x
939, por,103, to,IS, Al día siguiente recordaba el sueño y éste no se desvanecía y ella se sentía irresistiblemente atraída por los lugares a los que su hermana le había llevado en sueños., The next day the dream lingered and would not fade and she was irresistibly drawn to the places her foster sister had taken her in the dream.,x
941, por,16, for,CA, Dios te bendiga por venir a verme esta noche Elsalill., God bless you for coming to see me tonight Elsalill.,x
942, por,15,just now,IT, Pero ahora que por fin nos encontramos mi corazón me dice lo que tengo que hacer... liberarme de mi tormento., But when I happened upon you just now my heart told me what I must to do -- to be released from my torment.,x
943, por,17, for,FE, Lloro Sir Archie porque el amor que siento por usted es demasiado fuerte., I weep Sir Archie for the love I bear in my heart for you is too strong.,x
945, para,39, to, PU, Debes acudir conmigo a las autoridades para que puedan detener a los asesinos y castigarlos como se merecen., You must go with me to the rightful authorities so they may seize the murderers and duly punish them.,x
946, por,27,NONE,CA, ¿Me reconociste Elsalill y por eso los mandaste detrás mía?, Did you recognize me Elsalill and set them upon me?,x
947, por,10, for,CA, ¡Vienen a por ti..., They are coming for you...,x
948, por,18,with,CA, Estábamos cegados por el alcohol., We were senseless with drink.,x
949, por,46, for,IS, Usando a Elsalill como escudo Sir Archie huyó por la puerta., Using Elsalill as a shield Sir Archie ran for the door.,x
950, para,52,to, PU, Quién sabe qué era lo que le obsesionaba tanto como para estar a la intemperie en una noche como aquella., Who could know what possessed the skipper to be out on such a night as this.,x
951, por,52,DISTRANS,IS, Pero la ensenada en la que su barco estaba atrapado por el hielo no mostraba ninguna salida... estaba completamente helada., But the inlet where his ship was iced in showed no channels -- it was frozen solid.,x
952, por,16,by,AT, Fue secuestrada por los hombres que asesinaron a Sir Arne y la trajeron a tu barco., Last night she was abducted by the men who killed Sir Arne and they brought her to your ship.,x
953, por,15,why, CA, Ahora entiendo por qué hemos sido retenidos... mientras que los demás barcos han podido zarpar., Now I know why we have been held back... while all other ships may put to sea.,x
955, para,103, to, PU, Habían ido a recoger a la joven doncella que había amado a un malhechor... y había sacrificado su vida para destruirlo., They had come to collect the young maiden who had loved an evildoer... and had given her life to destroy him.,x
956, para,10, for, PU, La música para Sir Arne's Treasure es el resultado de la colaboración entre Swedish Film Institute y Swedish Filmindustry, The musical score for Sir Arne's Treasure is the result of a collaboration between the Swedish Film Institute and Swedish Filmindustry,x
957, por,27,by,AT, La partitura fue coescrita por Matti Bye y Fredrik Emilson, The score was co-written by Matti Bye and Fredrik Emilson Instrumentatilst:,x
958, por,35,by,AT, Sir Arne's Treasure fue restaurada por el Swedish Film Institute Archive en el año 2000., Sir Arne's Treasure was restored by the Swedish Film Institute Archive in 2000.,x
959, por,32,last,IT," Estaba en la corte cuando la ví por última vez--"" (Juez..."," It was in court I saw her last --"" (Judge...",x
962, para,13,so, PU," Lo dije sólo para que ella tuviera una sentencia más apacible"".", I said it just so that she would get a milder sentence.,x
963, por,26, for,RE, No ella mató todo el amor por mí., No she's killed all love for me.,x
964, por,26,therefore,CA, ...y la corte de distrito por consiguiente la juzga y la sentencia a tres años de trabajo forzado.," ...and the district court therefore deems it just ""to sentence you to three years hard labor.",x
965, por,40, for,CA, Padre crees que no tengo que hacer nada por ella, Father you don't think that I need do anything for her,x
966, para,13, for,PE, Será difícil para ella cuando esté sentada en casa., It will be difficult for her this fall when she is sitting at home.,x
967, para,41, for,PE, Apenas puede ir a la iglesia --será duro para ella., She can hardly dare go to church either -- it will be hard for her all around.,x
968, para,21, for,PE, Pero no es tan fácil para mí casarme con ella., But it isn't so easy for me to marry her.,x
969, por,42,in,IS, Los Ingmars siempre han intentado caminar por los caminos de Dios., The Ingmars have always tried to walk in God's paths.,x
970, por,81,in,IS, Nosotros los Ingmars no necesitamos temer a los hombres solo tenemos que caminar por los caminos de Dios., We Ingmars don't need to fear men we just have to walk in God's paths.,x
971, por,34, for,IT, Pensé que podría crecer como éste por algún tiempo., I thought it could grow like this for a while.,x
972, para,45, for,RE, Quería hablar sobre lo que tenemos arreglado para Brita cuando ella sea liberada., I wanted to talk about what we've arranged for Brita when she is freed.,x
973, para,28, for,RE, Ya hemos comprado un boleto para ella., We've already bought a ticket for her.,x
974, para,30, to, PU, Si su padre quiere rechazarla para congraciarse con usted, If her father wants to reject her in order to ingratiate himself to you,x
975, por,30,in,IS," entonces todavía debe caminar por los caminos de Dios Pequeño Ingmar Ingmarsson"" Pequeño", then you should still walk in God's paths Little Ingmar Ingmarsson!,x
976, para,54, to, PU, Estoy seguro que está enviando al padre de Brita aquí para mostrarme qué malo es querer que lleve toda la verguenza sola.," I'm sure he's sent Brita's father here to show me how wicked it is to want ""to let her bear all the blame alone.",x
977, para,47, to, PU, que en estos últimos días no tengo mucho deseo para ir y conseguirla., that in these last few days I haven't had much desire to go and get her.,x
978, por,15, for,CA," ¡Gracias señor por venir aquí hoy""!", Thank you sir for coming here today!,x
979, para,15, to, PU, ...no hay nada para ser ganado en su regreso primero es mejor evitar el encuentro., ...there is nothing to be gained in your coming home first it's better to avoid meeting.,x
980, por,81, for,RE, Hay un tronco condensado en lo de Löfberg y también un boleto y dinero esperando por usted., There is a packed trunk at the merchant Löfberg's and also a ticket and money waiting for you.,x
981, para,41, to, PU, Sí pero el Gran Ingmar me ha traído aquí para sacar a mi novia de la cárcel., Yes but Big Ingmar has brought me here to get my bride out of jail.,x
982, por,40,through,IS, Le habría gustado para ella que saliera por una puerta de honor, He would have liked for her to have come out through a port of honor,x
982, para,18, for,PU, Le habría gustado para ella que saliera por una puerta de honor, He would have liked for her to have come out through a port of honor,x
983, para,20, to, PU, Es demasiado grande para ponerlo en la parte de atrás de la carreta., It's too big to put on the back of the cart.,x
984, por,53,out of,CA, si él está feliz de tenerme--o si él ¡sólo ha venido por caridad!, if he is happy to have me -- or if he has only come out of charity!,x
985, por,74,along the way,IS, Durmieron toda la noche en una posada pero salieron con buen tiempo y fue por el camino que... vieron la iglesia de su parroquia --, They slept overnight at an inn but left in good time and were so far along the way that... They saw the church of their home parish --,x
986, para,30, to, PU, Él no pensó que tuviera valor para encontrarse con las lenguas afiladas., He didn't think he had the courage to meet the sharp tongues.,x
987, para,102, for,PE, Ella entendió que él había querido hacer todo genuinamente bien pero que había sido demasiado difícil para él., She understood that he had wanted to make everything genuinely nice but that it then had gotten too difficult for him.,x
988, para,26, for,RE, ¡No soy lo bastante buena para usted!, I'm not good enough for you!,x
989, para,43, for,RE, Ella dijo que no era suficientemente buena para nosotros., She said she wasn't good enough for us.,x
990, por,3,why, CA, ¿Y por qué está llorando?, And why is she crying?,x
991, para,37,DISTRANS, PU, Porque no quiero traer el infortunio para Ingmar!, Because I don't want to bring Ingmar misfortune!,x
992, por,28,otherwise,ADV, Debes saber a propósito que por otra parte seré yo quién se vaya., You should know by the way that otherwise it will be me who goes.,x
993, por,18,by,CA, Ingmar se molestó por eso y se desvió por un pequeño camino del bosque., Ingmar was bothered by it and drove into a small forest path.,x
