line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English
55, por,47, ?,AT, Niebla Blanca fue un proyecto secreto iniciado por el gobierno chino hace cinco años., Whitefog was a black project started By the Chinese government five years ago.
63, por,20, ?,AT, Su plan es aprovado por muchos pero un miembro se opone violentamente., The scheme is approved by many. But one member violently opposes same.
64, por,61, ?,AT, Luego de que el orden se ha reestablecido el viaje propuesto por el presidente es votado por una comisión., Upon order being restored the trip proposed by the president is voted by acclimation.
73, por,37, ?,AT, Luego las estrellas son reemplazadas por hermosas visiones de Phibes en una luna cresciente., Then the stars are replaced by a lovely vision of Phoebes on the crescent of Saturn in his globe and of charming young girls holding up a star.
79, por,64, ?,AT, Molière desea audiencia con el rey Luis XIV pero es despreciado por los cortesanos., Molière wishes an audience with King Louis 14 but he's resented by the King's court
80, por,24, ?,AT, Intertítulos traducidos por * * * toerless * * *, Subs by SickSadWorld @ KG 2022
83, por,30, ?,AT," La película fue autentificada por el director general de la... ""Kinoteca de Yugoslavia"" Radoslav Zelenovic... y el gerente de ""Archivos de la kinoteca yugoslava"" Aleksandar Erdeljanovic."," Movie was authenticated by general manager of ""Jugoslovenska kinoteka"" Radoslav Zelenovic... and manager of ""Arhiva jugoslovenske kinoteke"" Aleksandar Erdeljanovic."
84, por,64, ?,AT, La copia original no llevaba intertítulos pero fueron agregados por Aleksandar Erdeljanovic., Original movie was made without intertitles but they were made by Aleksandar Erdeljanovic.
85, por,78, ?,AT, Serbia fue derrotada en la batalla de Kosovo en 1389. Desde 1459. fue ocupada por el imperio Turco., After Serbia was defeated in Kosovo battle in 1389 since 1459. it was occupied by Turkish empire.
88, por,188, to,AT, Al pequeño Djordje le gustaba jugar a Serbios y Turcos pero disfrutaba más... escuchar las canciones épicas sobre la batalla del Kosovo y la muerte del sultán Murat... quién fue asesinado por Milos Obilic el gran héroe., Little Djordje liked to play Serbs and Turks but he enjoyed most... listening epic songs about Kosovo battle and death of sultan Murat who was killed... by Milos Obilic great hero.
93, por,9, ?,AT, Ocultado por la oscuridad de la noche llegó a Serbia., Hidden by the shelter of the night again in Serbia.
95, por,64, ?,AT, Karadjordje y su gente esperan la caballería Turca... conducida por Kulin en el campo de Misar., Karadjordje and his staff expecting Turkish cavalry led by Kulin Capitan on Misar field.
98, por,11, ?,AT, Construido por Aleksandar hijo de Karadjordjes en 1848., Built by Karadjordjes son Aleksandar in 1848.
99, por,47, ?,AT, El ángel de la Vida señala el camino recorrido por la Muerte, The angel of life points the path followed by Death
103, por,10, ?,AT, Informado por las voces de la gente, Hearing the voices of the people
134, por,35, ?,AT, En el Danubio Los rusos rechazados por los turcos., Over the Danube Russians repelled by the Turks.
141, por,88, that,AT," - Haremos todas las pesquisas que estén en nuestra mano pero el golpe ha sido efectuado por una misteriosa organización el ""Círculo negro"" de la cual no tenemos ninguna pista."," - We will do all the inquiries that we can but the theft has been done by a   mysterious organization the ""Black Circle"" of which we don't have any clue"
146, por,12, to,AT, Abandonados por la cristiandad los bizantinos siguen a su emperador de las murallas a la basílica., Forsaken by the Christian world the Byzantines followed their emperor to the basilica on the ramparts.
153, por,27, ?,AT, El Inspector Juve no se da por vencido por Jérôme Fandor Fantômas está vivo y libre!, Escape of Fantomas Inspector Juve has not won. by Jerome Fandor Fantomas is alive and he is free!
162, por,57,ERR,AT, Sr. Jefe de la Sûrete. El cadáver de la mujer encontrada por el Dr. Chalek no ha podido ser identificado de manera precisa pues la víctima ha sido completamente desfigurada., Mister chief of Safety Female body found at the Dr. Chaleck's could not be identified in a definite way because the victim was completely disfigured.
169, por,17, to,AT, Fandor informado por Martialle había venido para ponerse a disposición., Fandor informed by Martialle had come to finish the matter.
396, por,9, ?,AT, Dirigida por Wladislaw Starewicz., Director : Vladislav Starevich Text :
397, por,6, ?,AT, Texto por Boris Martov, Boris Martov
402, por,33, ?,AT, Esta película ha sido restaurada por el Instituto Sueco del Film., This film has been restored by the Swedish Film Institute.
403, por,20, ?,AT, Drama de en 3 actos por Fritz Magnusson, Drama in 3 acts by Fritz Magnusson
420, por,37, ?,AT, Los rusos que huyen son aprehendidos por los alemanes., The fleeing Russians are apprehended by German dragoons.
491, por,13,by,AT, Fue otorgado por el Rey., It was bestowed by the king.
712, por,44,by,AT, LA ALEGRE PRISIÓN UNA COMEDIA EN TRES ACTOS por ERNST LUBITSCH y HANNS KRÄLY, THE MERRY JAIL A COMEDY IN THREE ACTS by ERNST LUBITSCH and HANNS KRÄLY
713, por,9,by,AT, Dirigida por ERNST LUBITSCH, Directed by ERNST LUBITSCH
873, por,7,by,AT, Danzas por Ms., Dances by Ms. Ariane Hugon of the Opera.
886, por,12,by,AT, Distribuida por Scandia-film, Published by Scandia-film
901, por,29,myself,AT, Este cruel Bonze me persigue porque comprendo sus oscuras intenciones... pero le preguntaré a Buda por mí mismo..., That awful Bonze persecutes me because I have perceived his unclean purposes... but I will pray to Buddha myself...
1035, por,9,by,AT, YO ACUSO por by Abel Gance Parte Dos, J'ACCUSE by Abel Gance Part Two
1042, por,9, ?,AT, YO ACUSO por Abel Gance Parte Tres, J'ACCUSE by Abel Gance Part Three
1093, por,35, ?,AT, Mientras el Professor es capturado por los hombres del Príncipe, In the meantime the Professor is captured by the Prince's men
1103, por,42, ?,AT," Mi Cocinera Más Encantadora"" Interpretado por el Cuarteto Peerles."," My Dearest Kitchen Maid"" Sung by the Peerles Quartet."
1477, por,11,by,AT, Purificada por el amor, Purified by love
1608, por,9, ?,AT, Adaptada por Hanns Kräly y Ernst Lubitsch Dirección:, Adapted by Hanns Kräly and Ernst Lubitsch Director:
1618, por,30, ?,AT, Ese fuego ardiente extinguido por una bota de Su Alteza., This blaze stamped out by His royal Highness's leather boot.
1663, por,16, to,AT, Fue establecido por los Squire y su familia... desde la infancia que Kate y David se casarían., It has been settled by the Squire and David's childhood that they are to marry
1693, por,22, for,AT, Adaptada para el cine por E. A. Dupont, Adapted for the film by E. A. Dupont.
1694, por,10, ?,AT, Producida por Gloria-Film G.m.b.H. - Berlín, Produced by the Gloria-Film GmbH Berlin.
2484, por,64, ?,AT, Víctimas del odio. La tragedia de un fabricante ruso en 4 actos por el Ing. Rafael Barisch, The tragedy of a Russian factory owner in four acts by Rafael Barisch
2485, por,10, ?,AT," Producida por la ""Institución Benéfica Judía", Produced by the Jewish Relief Organization
2501, por,7, ?,AT, Omitsu por Yoshiko Tanaka., Omitsu by Yoshiko Tanaka.
2509, por,13, ?,AT, Interpretado por Shimpei T. Akagi, Played by Shimpei Takagi.
2737, por,9,by,AT, Dirigida por Augusto Genina, Directed by Augusto Genina
2738, por,37,by,AT, Madeleine Robin conocida como Roxane por sus íntimos., Madeleine Robin known as Roxane by her intimates.
3170, por,65,by,AT, De cómo Krimilda se despidió de su patria y de cómo fue recibida por el rey Atila., How Kriemhild takes leave from her homeland and how she was received by King Attilla.
3315, por,27, ?,AT, Tres mujeres 1924 Dirigida por Ernst Lubitsch., THREE WOMEN
3316, por,40, to,AT, De una novela de Yolanda Maree adaptada por Ernst Lubitsch y Hans Kraly., From the novel by YOLANDA MAREE Adapted to the screen by ERNST LUBITSCH  HANS KRALY
3399, por,10,by,AT, Preparado por uno mismo al aire libre por supuesto que sabe mejor., Prepared by oneself outdoors Of course he knows better.
3521, por,9, ?,AT, Dirigida por Kenji Mizoguchi., Directed By Kenji Mizoguchi
3692, por,9, ?,AT, Adaptado por Watterson R. Rothacker, By arrangement with Watterson R. Rothacker
3991, por,8,by,AT, Escrita por Valentin Turkin, written by Valentin Turkin
3992, por,9,by,AT, Dirigida por Yakov Protazanov, Directed by Yakov Protazanov
4063, por,34,by,AT, Una película de sombras chinescas por Lotte Reiniger, A silhouette film by Lotte Reiniger
4335, por,9,by,AT, Dirigida por Henrik Galeen, Directed by Henrik Galeen
4765, por,50, ?,AT, UN SOMBRERO DE PAJA DE ITALIA Adaptada y dirigida por René CLAIR, You will bring me luck.
4767, por,10, ?,AT, Producida por Alexandre KAMENKA, Place your bets!
4768, por,10, ?,AT, Vestuario por SOUPLET, We still have your jewels.
4839, para,6, to,AMBIG, Quizá para ti pero no para mí., But how are you goin' to get rid of her?
122, para,51, to,?, Y Jesús crecía en sabiduría y estatura y en gracia para con Dios y los hombres., Jesus however advanced in wisdom and growth and grace to God and to people.
253, para,74, per,?, Esta persona desearía que un cuarto de su apartamento sea dividido en dos para tabicar. Su concerje., This person desires that one room of her apartment be divided in two by a partition.
880, para,4,of,?, Tal para cual., Two of a kind.
1063, para,15, for,?, Ahora sírvanos para un cambio., Now serve us for a change.
1110, para,33, to,?, Conseguí un suscriptor principal para 'El Faro'., Conseguí un suscriptor principal para 'El Faro'.
1171, para,15, for,?, Tengo que irme para un corto viaje de negocios., I have to leave for a short business trip.
1445, para,51, to,?, Con una cabeza como la suya es totalmente indicado para los puestos más altos de la república., With his gift of the gab   he is certain to reach the highest posts in the state.
1500, para,23, for,?, Es demasiado peligroso para ti., This is too dangerous for you.
1770, para,84, for,?, Ella había sacrificado lo mejor de si misma y nunca había pedido nada en este mundo para sí., She had got the better of herself and asked for none of the things that belonged to this world.
2003, para,16, for,?, Es mucho dinero para una tierra improductiva., A lot of money for unproductive land.
2025, para,81, ?,?, Creo que negarlo todo sistemáticamente como Ud. lo hace no servirá absolutamente para nada., I think the way you systematically deny everything is incredibly inept.
